id,iso,lang,text,openai/gpt4,ISO code,ISO language name,native_speakers,writing_system,language_family,region,continent,ISO639P3code,Macroarea,Family,Subfamily,Genus,script_simplified,is_indo_european,xlm-roberta-base,bert-base-uncased,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bigscience/bloom,StabilityAI/stablelm-base-alpha-7b,google/flan-t5-base,facebook/mbart-large-50,facebook/nllb-200-distilled-600M,EleutherAI/gpt-neox-20b,Xenova/gpt-4o,Xenova/claude-tokenizer,CohereForAI/aya-101,meta-llama/Meta-Llama-3-70B,mistralai/Mixtral-8x22B-v0.1,google/gemma-7b,simbolo-ai/multilingual-partial-syllable-tokenizer,Cohere/multilingual-22-12,Cohere/Cohere-embed-multilingual-v3.0,tokenized_text
465,my-MM,Burmese,ဘယ်နေ့လဲ,16,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,6.0,3.0,6.0,14.0,15.0,3.0,6.0,5.0,15.0,5,11,4,16,19,7,12,5,3,"[560, 430, 425]"
476,my-MM,Burmese,မင်း မလုပ်နိုင်တဲ့ အရာတွေက ဘာတွေလဲ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,56.0,53.0,9.0,14.0,10.0,53.0,15,33,12,65,51,28,52,11,10,"[977, 280, 366, 323, 303, 265, 331, 512, 545, 287, 425]"
480,my-MM,Burmese,ဘယ်နှစ်နာရီထိုးပြီလဲ,40,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,3.0,9.0,36.0,35.0,3.0,9.0,9.0,35.0,13,25,7,40,37,17,29,8,6,"[560, 381, 443, 585, 1019, 505, 425]"
490,my-MM,Burmese,အပြင်မှာ ပူ လား,28,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,5.0,9.0,24.0,24.0,7.0,9.0,8.0,24.0,8,13,7,28,22,13,23,7,4,"[265, 564, 302, 318, 1179, 289, 263]"
510,my-MM,Burmese,ငါ နှိုးစက် ကို ပြုလုပ်နိုင်သလား,61,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,53.0,48.0,9.0,12.0,11.0,48.0,14,29,11,61,41,25,47,11,8,"[747, 798, 304, 918, 361, 791, 366, 323, 1163, 506]"
511,my-MM,Burmese,တိကျသောပုံသေနည်း အားဖြင့်,49,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,44.0,40.0,5.0,11.0,10.0,40.0,14,22,9,49,36,20,36,13,8,"[297, 1155, 330, 367, 539, 909, 524, 590, 474]"
516,my-MM,Burmese,နောက်ထပ်တစ်နာရီ အသံပိတ်ပါ,49,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,40.0,40.0,5.0,10.0,10.0,40.0,14,26,8,49,34,20,39,10,7,"[551, 1095, 380, 443, 585, 459, 1180, 1158, 372, 278]"
517,my-MM,Burmese,ငါ့ရဲ့ အကြိုက်ဆုံး သီချင်း ဖွင့်ပေးပါ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,62.0,61.0,9.0,13.0,13.0,61.0,21,39,14,71,64,31,53,12,10,"[747, 1160, 402, 933, 356, 432, 1111, 559, 385, 845, 364, 278]"
523,my-MM,Burmese,ဒါအရမ်း အန္တရာယ်များတဲ့ ကိစ္စတစ်ခု ဖြစ်တယ်,81,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,69.0,66.0,9.0,17.0,14.0,66.0,21,46,15,81,65,35,66,11,13,"[462, 604, 320, 265, 961, 331, 268, 307, 303, 288, 1155, 709, 639, 378, 290]"
532,my-MM,Burmese,ကျေးဇူးပြုပြီး အပြည်ပြည်ဆိုင်ရာ သတင်း တချိူ့ ငါ့ကိုပြောပြပါ,114,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,7.0,21.0,102.0,97.0,11.0,21.0,18.0,97.0,33,59,22,114,88,49,85,18,18,"[336, 272, 1207, 326, 444, 317, 265, 484, 484, 793, 724, 297, 292, 1155, 1179, 1160, 747, 1160, 275, 470, 270, 278]"
534,my-MM,Burmese,မနက်ဆယ်နာရီ အတွက် အိပ်ယာထနှိုးဆော်သံ တစ်ခု လုပ်ထားပါ,100,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,7.0,21.0,83.0,80.0,11.0,21.0,19.0,80.0,29,55,20,100,79,43,80,20,17,"[280, 602, 1176, 268, 443, 585, 946, 265, 469, 558, 1181, 311, 304, 1176, 337, 952, 1053, 454, 351, 278]"
536,my-MM,Burmese,မွန်းလွဲ သုံးနာရီ အတွက် နှိုးစက် ချ​ပေးပါ,77,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,7.0,17.0,69.0,64.0,13.0,17.0,16.0,64.0,22,41,16,77,64,36,61,14,13,"[280, 596, 1164, 365, 761, 443, 585, 946, 798, 304, 918, 499, 1210, 364, 278]"
538,my-MM,Burmese,နေ့ခင်းတစ်နာရီ အတွက် နှိုးစက်အချိန် ကိုသတ်မှတ်ပါ,93,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,78.0,74.0,9.0,16.0,17.0,74.0,24,46,16,93,67,36,73,16,12,"[1148, 430, 1170, 267, 380, 443, 585, 946, 798, 304, 918, 935, 361, 726, 478, 278]"
541,my-MM,Burmese,ဒွိဟ သီချင်း ဖွင့်ပေးပါ,44,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,38.0,40.0,7.0,12.0,10.0,40.0,14,25,11,44,44,21,34,10,9,"[327, 1167, 1155, 1187, 1111, 559, 1121, 415, 364, 278]"
552,my-MM,Burmese,ဒီသီချင်းရဲ့ သီချင်းစာသားကို အီးမေးလ်ပို့ပေးပါ,90,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,5.0,18.0,82.0,76.0,7.0,18.0,18.0,76.0,25,48,17,90,75,37,65,16,16,"[393, 931, 559, 402, 1111, 559, 439, 373, 275, 265, 279, 1062, 520, 989, 364, 278]"
562,my-MM,Burmese,ငါ့ရဲ့ မနက်ရှစ်နာရီ နှိုးစက်ကိုရှင်းပစ်ပါ,80,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,5.0,17.0,68.0,67.0,7.0,17.0,17.0,67.0,23,42,16,80,60,31,61,17,14,"[747, 1160, 402, 280, 602, 285, 271, 443, 585, 798, 304, 918, 275, 787, 1134, 278]"
582,my-MM,Burmese,မနက်ဖြန် မိုးရွာ မလား,40,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,35.0,32.0,7.0,10.0,11.0,32.0,12,20,8,40,28,15,32,10,7,"[280, 602, 286, 264, 280, 515, 418, 280, 506]"
595,my-MM,Burmese,ကျေးဇူးပြုပြီး လွှမ်းပိုင် ရဲ့ နှင်း ငါကြားချင်တယ်,96,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,7.0,19.0,84.0,79.0,11.0,19.0,15.0,79.0,27,50,20,96,79,41,71,15,14,"[336, 272, 1207, 326, 444, 317, 1068, 320, 786, 305, 269, 798, 267, 747, 490, 497, 290]"
601,my-MM,Burmese,နှိုးစက် ကို စတင်ပါ,36,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,31.0,28.0,7.0,10.0,8.0,28.0,9,18,9,36,24,14,29,9,7,"[798, 304, 918, 361, 310, 460, 278]"
610,my-MM,Burmese,ငါ မနက်ဖြန် မနက်ခြောက်နာရီ အိပ်ယာထချင်ပါတယ်,83,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,68.0,69.0,9.0,17.0,17.0,69.0,24,49,15,83,64,33,68,15,14,"[747, 280, 602, 286, 264, 280, 602, 333, 296, 443, 585, 265, 469, 558, 1181, 497, 584]"
616,my-MM,Burmese,အိုလီရေ ငါ့ရဲ့ စာရင်း ထဲက သီချင်းတွေ ဖွင့်ပါဦး,89,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,8.0,20.0,78.0,77.0,13.0,20.0,19.0,77.0,31,50,21,89,84,41,70,18,14,"[265, 260, 919, 563, 747, 1160, 402, 530, 516, 340, 1171, 1153, 1111, 559, 287, 385, 845, 278, 1219, 279]"
617,my-MM,Burmese,တန်ဆောင်တိုင် က ဒီအပတ်ရဲ့ ဘယ်နေ့လဲ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,53.0,54.0,9.0,15.0,12.0,54.0,18,37,14,65,55,27,53,13,11,"[297, 264, 420, 683, 288, 393, 1165, 668, 402, 560, 430, 425]"
626,my-MM,Burmese,အိမ်ကိုပြန်ခဲ့တော့ ငါကြားချင်တယ်,63,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,55.0,51.0,5.0,11.0,11.0,51.0,17,33,10,63,49,25,46,10,9,"[701, 275, 526, 328, 322, 747, 490, 497, 290]"
638,my-MM,Burmese,နင် ငါ့ကို တိရစ္ဆာန် ဟာသ တစ်ခု ရှာပေးနိုင်မလား,87,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,8.0,21.0,76.0,71.0,13.0,21.0,14.0,71.0,29,46,19,87,63,37,71,18,16,"[350, 259, 747, 1160, 275, 297, 1155, 1162, 518, 1176, 1150, 264, 1148, 389, 1163, 1053, 501, 1150, 364, 323, 1157, 506]"
657,my-MM,Burmese,လက်ရှိ မိုးလေဝသ အခြေအနေဘယ်လိုလဲ,60,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,54.0,54.0,7.0,12.0,12.0,54.0,18,32,12,60,52,25,48,12,9,"[467, 316, 280, 304, 536, 1185, 1163, 821, 592, 1182, 268, 324, 425]"
658,my-MM,Burmese,ရန်ကုန် မှာအခုဘယ်အချိန်လဲ,49,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,4.0,9.0,41.0,41.0,5.0,9.0,10.0,41.0,15,28,8,49,42,20,39,10,7,"[904, 754, 1165, 377, 1182, 268, 935, 425]"
676,my-MM,Burmese,စံတော်ချိန် သတ်မှတ်ပါ,41,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,4.0,9.0,33.0,33.0,5.0,9.0,9.0,33.0,12,21,7,41,32,17,31,8,5,"[310, 1180, 345, 452, 283, 277, 478, 278]"
678,my-MM,Burmese,ငါ အိမ် ကိုပြန်ရောက်တဲ့အချိန် တီဗွီ ပလတ်ပေါက် ကိုဖွင့်ပါ,107,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,8.0,21.0,91.0,90.0,13.0,21.0,20.0,90.0,31,60,22,107,87,45,84,22,18,"[747, 701, 361, 526, 457, 544, 452, 297, 1174, 1203, 1167, 1174, 318, 1164, 277, 953, 361, 406, 415, 278]"
682,my-MM,Burmese,အနာဂတ်မှာ မြန်မာ့ရွေးကောက်ပွဲရလဒ် နဲ့ပတ်သတ်တဲ့ သတင်းတွေကို လိုက်ပါ,128,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,7.0,22.0,109.0,102.0,11.0,22.0,19.0,102.0,37,67,20,128,97,52,99,24,19,"[265, 443, 1193, 277, 302, 476, 1160, 1162, 390, 957, 489, 1162, 1164, 1183, 1147, 736, 668, 726, 303, 724, 417, 942, 278]"
689,my-MM,Burmese,အသံ လျှော့ပါ,23,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,22.0,22.0,5.0,8.0,6.0,22.0,7,11,6,23,25,11,17,8,5,"[459, 1180, 1026, 650, 278]"
691,my-MM,Burmese,ငါမကြားရလို့ အသံ မြှင့်ပေးပါ,54,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,5.0,15.0,50.0,48.0,7.0,15.0,13.0,48.0,16,26,12,54,43,24,41,13,11,"[747, 1157, 490, 1162, 357, 459, 1180, 374, 1168, 415, 364, 278]"
697,my-MM,Burmese,အလင်းရောင် တိုးပေး နိုင်မလား,54,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,47.0,42.0,7.0,11.0,8.0,42.0,14,23,9,54,33,20,41,11,7,"[767, 267, 1162, 315, 297, 304, 364, 1148, 323, 1157, 506]"
707,my-MM,Burmese,ငါ အခု ဟန်နေတာ သီချင်းတွေနားထောင်ချင်တယ်,77,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,65.0,63.0,9.0,14.0,14.0,63.0,21,40,13,77,63,31,61,12,12,"[747, 656, 491, 264, 721, 1111, 559, 287, 658, 623, 497, 290]"
708,my-MM,Burmese,ဖော်မြူလာတစ် ပြိုင်ပွဲမှာအခုဘယ်သူကဦးဆောင်နေလဲ,91,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,4.0,21.0,81.0,75.0,5.0,21.0,21.0,75.0,26,49,18,91,77,39,67,22,17,"[1105, 339, 1179, 347, 380, 332, 295, 489, 302, 1165, 377, 1182, 268, 346, 1153, 1219, 279, 420, 293, 425]"
710,my-MM,Burmese,ကော်ဖီ ကို ပြင်ဆင်ပါ,38,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,30.0,31.0,7.0,10.0,10.0,31.0,10,22,9,38,29,15,30,10,6,"[288, 337, 1178, 1174, 361, 332, 259, 640, 278]"
711,my-MM,Burmese,မြန်မာတိုင်းမ် ကခေါင်းစီးတွေကိုဖတ်ပါ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,61.0,55.0,5.0,11.0,11.0,55.0,17,36,10,71,49,27,52,15,9,"[476, 485, 299, 288, 1170, 638, 618, 417, 1178, 277, 278]"
718,my-MM,Burmese,စီအန်အန် က သတင်းထူးကို ငါသိနိုင်မလား,69,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,59.0,56.0,9.0,16.0,15.0,56.0,22,35,15,69,47,27,56,16,13,"[997, 1165, 264, 1165, 264, 288, 724, 1181, 326, 275, 747, 423, 323, 1157, 506]"
737,my-MM,Burmese,အသံ လျှော့ပေးပါလား,35,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,34.0,31.0,5.0,10.0,8.0,31.0,11,16,8,35,33,16,25,9,7,"[459, 1180, 1026, 650, 364, 278, 506]"
741,my-MM,Burmese,iron cross လေးဖြူဒီရေဒီလှေရောခ့်ဂီတသီချင်းများ,73,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,5.0,21.0,68.0,65.0,5.0,21.0,20.0,65.0,24,41,18,73,72,34,64,21,18,"[1148, 1194, 1196, 582, 1148, 1211, 990, 1202, 1202, 1074, 286, 1179, 422, 563, 422, 421, 1152, 667, 1170, 363, 1193, 1174, 1154, 931, 559, 307]"
756,my-MM,Burmese,ပလတ်ပေါက်ခေါင်း ကို ပိတ်ပေးလို့ရလား,68,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,5.0,14.0,58.0,54.0,7.0,14.0,13.0,54.0,19,33,13,68,50,26,51,17,12,"[318, 1164, 277, 953, 1170, 638, 361, 318, 372, 364, 357, 1162, 506]"
762,my-MM,Burmese,ဒီတစ်ပတ် ရာသီဥတုဘယ်လိုလဲ,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,4.0,12.0,41.0,38.0,5.0,12.0,11.0,38.0,17,30,11,47,43,19,38,13,9,"[393, 380, 668, 859, 931, 1219, 988, 1182, 268, 324, 425]"
763,my-MM,Burmese,ဒီတစ်ပတ် ရာသီဥတုဘယ်လိုဖြစ်မလဲ,57,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,4.0,13.0,49.0,47.0,5.0,13.0,12.0,47.0,20,36,12,57,50,23,46,14,10,"[393, 380, 668, 859, 931, 1219, 988, 1182, 268, 324, 306, 1157, 425]"
776,my-MM,Burmese,ကမ္ဘာမှာ ငလျင် လှုပ်မယ်ဆိုရင် ငါ့ကိုပြောပေးပါ,87,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,6.0,18.0,78.0,74.0,9.0,18.0,14.0,74.0,27,47,18,87,70,38,67,18,14,"[1002, 302, 446, 428, 259, 741, 313, 376, 647, 747, 1160, 275, 470, 364, 278]"
778,my-MM,Burmese,ထူးအိမ်သင် ရဲ့ အခါလွန်မိုး ဖွင့်ပေးပါ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,61.0,63.0,9.0,15.0,14.0,63.0,23,39,15,71,62,31,55,15,10,"[340, 326, 880, 842, 305, 269, 265, 486, 1097, 1157, 304, 385, 845, 364, 278]"
803,my-MM,Burmese,ဟေ့ အိုလီရေ စပီကာ ပိတ်လိုက်ပါ,55,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,48.0,47.0,9.0,16.0,14.0,47.0,19,31,13,55,44,24,44,14,13,"[491, 414, 265, 260, 919, 563, 310, 1158, 1174, 440, 318, 372, 404, 278]"
806,my-MM,Burmese,စပီကာတွေ အားလုံးရဲ့အသံကိုလျှော့လိုက်ပါ,75,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,4.0,16.0,72.0,62.0,5.0,16.0,15.0,62.0,22,37,13,75,65,31,53,16,13,"[310, 1158, 1174, 440, 287, 590, 427, 402, 588, 1180, 275, 557, 650, 404, 278]"
807,my-MM,Burmese,အခု ကော်ဖီ ဖျော်ပါ,34,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,5.0,9.0,28.0,28.0,7.0,9.0,10.0,28.0,10,19,8,34,31,16,26,11,6,"[656, 288, 337, 1178, 1174, 385, 1169, 337, 278]"
817,my-MM,Burmese,ကောင်းပြီ ဂူးဂယ်လ် သီချင်း အချို့ ဖွင့်ပါ,78,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,7.0,17.0,65.0,67.0,11.0,17.0,15.0,67.0,22,40,16,78,74,33,60,14,12,"[855, 505, 522, 326, 1193, 268, 520, 1111, 559, 265, 794, 1121, 415, 278]"
835,my-MM,Burmese,ဟောလိဝုဒ် ရဲ့ နောက်ဆုံးအတင်းအဖျင်းက ဘာလဲ။,80,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,7.0,18.0,70.0,65.0,9.0,18.0,17.0,65.0,26,44,18,80,70,33,62,18,15,"[491, 261, 1164, 1155, 1185, 766, 1147, 305, 269, 551, 432, 1165, 547, 1165, 1055, 267, 1153, 545, 425, 1177]"
851,my-MM,Burmese,မီးသီးများ ပိုတောက်ပသည်,45,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,41.0,35.0,5.0,10.0,10.0,35.0,11,22,8,45,32,18,33,10,8,"[1071, 860, 307, 698, 284, 262, 1158, 298]"
885,my-MM,Burmese,မနက်ရှစ်နာရီ နှိုးစက် ပေးထားပါ,58,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,5.0,14.0,51.0,47.0,7.0,14.0,14.0,47.0,16,31,13,58,41,25,45,13,10,"[280, 602, 285, 271, 443, 585, 798, 304, 918, 783, 351, 278]"
895,my-MM,Burmese,ဗုဒ္ဓဟူးနေ့ အတွက် မနက်ခြောက်နာရီ နှိုးစက်ပိတ်ပါ,91,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,6.0,19.0,79.0,74.0,9.0,19.0,21.0,74.0,26,51,19,91,72,38,71,19,15,"[502, 766, 1186, 1212, 1187, 326, 430, 946, 280, 602, 333, 296, 443, 585, 798, 304, 918, 1158, 372, 278]"
896,my-MM,Burmese,သောကြာနေ့ပြီးရင် ဘယ် မနက် နှိုးစက်မဆို ပိတ်လိုက်ပါ,96,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,7.0,22.0,83.0,78.0,11.0,22.0,18.0,78.0,23,50,19,96,67,39,75,17,17,"[283, 261, 755, 430, 317, 371, 560, 280, 602, 798, 304, 918, 1157, 341, 318, 372, 404, 278]"
906,my-MM,Burmese,နောက်တစ်ပတ် ရာသီဥတုစစ်ပေးပါ,53,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,4.0,13.0,45.0,41.0,5.0,13.0,12.0,41.0,18,29,10,53,34,21,42,11,9,"[551, 380, 668, 859, 931, 1219, 988, 620, 364, 278]"
